0,0,32
9,0,35
10,6,64
11,0,35
12,0,35
13,0,35
14,4,50
15,0,35
0,7,50
9,7,35
14,3,48
11,6,64
13,6,119
13,7,64
15,6,57
15,0,64
0,0,32
0,7,64
0,7,35
0,7,35
0,7,109
0,7,50
0,7,61
0,7,32
8,0,64
8,0,64
15,0,35
15,0,35
15,0,64
15,0,64
15,0,64
15,0,64
9,0,64
9,5,35
13,1,35
13,1,64
13,0,64
13,4,64
13,4,35
12,5,35
12,0,64
12,6,35
12,6,33
14,6,49
14,0,64
14,2,64
14,2,35
14,2,109
10,6,64
11,2,109
11,2,35
11,2,64
11,0,64
11,1,64
11,1,35
9,3,35
15,1,35
15,1,35
15,5,35
15,5,35
15,5,35
15,5,35
15,5,35
15,4,35
13,6,48
15,6,103
15,6,37
15,6,35
15,6,35
15,6,35
15,2,35
11,6,36
11,6,35
11,6,35
15,3,35
15,3,35
15,3,35
15,3,35
15,3,35
15,1,35
15,1,35
15,1,64
15,5,64
15,5,64
15,5,64
15,5,64
15,5,64
15,4,64
15,4,35
15,6,35
15,6,35
15,6,35
15,6,35
15,6,35
15,2,64
15,2,64
15,2,64
15,2,64
15,3,64
15,3,64
15,3,64
15,3,64
15,3,64
15,1,64
0,1,34
1,4,64
12,1,63
9,4,48
0,5,34
12,1,48
9,4,63
1,4,34
0,4,34
10,4,61
12,2,48
0,6,35
14,0,103
6,2,51
2,6,64
14,2,45
10,0,64
11,2,45
2,3,35
2,3,56
0,3,34
0,3,49
9,2,48
10,1,61
14,1,63
14,1,40
1,6,35
13,2,56
13,2,48
13,2,56
1,6,35
11,4,40
11,4,63
11,4,40
1,6,81
1,6,87
14,1,36
14,1,48
2,7,48
2,7,81
2,7,35
2,7,81
2,7,48
12,3,47
12,3,33
12,3,47
12,3,41
14,1,40
14,1,93
1,7,50
1,7,122
0,7,33
9,6,37
0,7,33
12,3,56
12,3,48
12,3,48
12,3,48
14,1,56
14,1,48
14,1,103
14,1,48
14,1,56
2,7,50
2,7,53
2,7,50
11,4,56
11,4,48
11,4,103
11,4,48
11,4,56
11,4,57
0,1,81
0,1,81
0,5,35
0,5,35
0,5,81
0,5,35
0,5,35
0,4,81
0,4,81
0,4,81
0,6,35
2,4,81
14,0,41
2,4,35
2,4,35
0,2,102
0,2,102
0,2,102
1,2,122
1,2,113
0,3,81
1,2,37
1,2,35
0,1,81
0,7,35
0,7,35
0,7,35
2,5,37
2,5,37
2,5,37
0,7,35
0,7,35
0,7,35
0,7,35
0,7,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
0,7,35
0,7,35
0,7,35
0,7,35
2,5,35
2,5,81
2,5,81
2,5,81
2,5,35
0,7,35
0,7,35
0,7,35
0,7,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
2,5,35
0,7,35
0,7,35
0,0,32
0,0,32
0,0,32
0,0,32
0,0,32
0,0,32
0,0,32
0,0,32
